trial_id,event_start_ns,event,error
1,281320984410,0,0
2,281326655472,1,0
3,281331804268,1,0
4,281336938815,1,0
5,281342052914,1,0
6,281347186297,1,0
7,281352422356,1,0
8,281357665222,1,0
9,281362818352,0,0
10,281368715336,0,0
11,281374594191,1,0
12,281379602435,1,0
13,281384806349,1,0
14,281389912290,0,0
15,281395640384,1,0
16,281400940708,0,0
17,281406477400,0,0
18,281412056867,1,0
19,281417145751,1,0
20,281422411360,0,0
21,281428290094,0,0
22,281434133094,0,0
23,281439661969,1,0
24,281444785107,0,0
25,281450537912,0,0
26,281456045960,0,0
27,281461854607,0,0
28,281467255966,0,0
29,281472646969,1,0
30,281477849748,1,0
31,281482982904,1,0
32,281488119190,1,0
33,281493429642,0,0
34,281499154918,1,0
35,281504429340,1,0
36,281509832334,1,0
37,281515177400,0,0
38,281520940905,0,0
39,281526810462,0,0
40,281532574685,1,0
41,281537847918,1,0
42,281543074337,0,0
43,281548775990,0,0
44,281554443435,0,0
45,281560078584,1,0
46,281565395897,0,0
47,281570848929,0,0
48,281576294649,1,0
49,281581727406,0,0
50,281587330526,0,0
51,281593069088,0,0
52,281598669502,1,0
53,281603888558,1,0
54,281609024548,0,0
55,281614788239,0,0
56,281620606540,0,0
57,281626629407,0,0
58,281632292284,0,0
59,281637747159,1,0
60,281642840652,0,0
61,281648140992,0,0
62,281653632456,0,0
63,281659173385,1,0
64,281664621571,1,0
65,281669941295,1,0
66,281675068149,1,0
67,281680236719,1,0
68,281685301915,1,0
69,281690565960,1,0
70,281695905422,0,0
71,281701747055,0,0
72,281707154829,1,0
73,281712281550,0,0
74,281717803113,0,0
75,281723432517,1,0
76,281728711830,1,0
77,281733942286,0,0
78,281739530996,1,0
79,281744650740,0,0
80,281750413237,1,0
81,281755754424,0,0
82,281761446502,0,0
83,281767070635,0,0
84,281772853330,0,0
85,281778323377,0,0
86,281784068592,0,0
87,281789512067,0,0
88,281795059565,1,0
89,281800060699,0,0
90,281805799479,1,0
91,281810848665,1,0
92,281815943994,0,0
93,281821672550,0,0
94,281827431717,0,0
95,281832846165,0,0
96,281838522821,0,0
97,281843990095,1,0
98,281849103181,0,0
99,281854673597,1,0
100,281859840049,1,0
101,281864876466,1,0
102,281869955224,1,0
103,281875038827,0,0
104,281880560304,1,0
105,281885711541,1,0
106,281890817821,0,0
107,281896282930,1,0
108,281901343518,1,0
109,281906461914,1,0
110,281911552396,1,0
111,281916601499,0,0
112,281922050866,0,0
113,281927609715,0,0
114,281932997187,1,0
115,281938077941,1,0
116,281943187000,1,0
117,281948245967,0,0
118,281953762634,1,0
119,281959033422,1,0
120,281964072181,0,0
121,281969775718,0,0
122,281975291191,1,0
123,281980480635,0,0
124,281986166461,0,0
125,281991597742,0,0
126,281997170736,1,0
127,282002242424,1,0
128,282007425011,1,0
129,282012602758,0,0
130,282018140583,1,0
131,282023294436,1,0
132,282028512413,1,0
133,282033722786,1,0
134,282038874933,0,0
135,282044221200,0,0
136,282049465260,1,0
137,282054694687,0,0
138,282060221734,1,0
139,282065310762,0,0
140,282070804094,1,0
141,282076102429,1,0
142,282081173378,0,0
143,282086541445,0,0
144,282092107280,1,0
145,282097355605,0,0
146,282103017218,1,0
147,282108063307,0,0
148,282113787570,0,0
149,282119429960,0,0
150,282124975858,1,0
151,282130147407,1,0
152,282135157692,1,0
153,282140289491,1,0
154,282145525420,1,0
155,282150729480,1,0
156,282155991956,1,0
157,282161065087,1,0
158,282166138175,1,0
159,282171383044,1,0
160,282176545062,0,0
161,282182076363,1,0
162,282187161109,0,0
163,282192721002,1,0
164,282198033154,0,0
165,282203480934,1,0
166,282208738458,1,0
167,282213852847,0,0
168,282219399707,1,0
169,282224626006,1,0
170,282229903899,1,0
171,282235084866,0,0
172,282240448639,1,0
173,282245619117,1,0
174,282250830791,0,0
175,282256405715,0,0
176,282262113491,1,0
177,282267235307,1,0
178,282272371100,0,0
179,282277861265,0,0
180,282283201749,1,0
181,282288526904,1,0
182,282293914260,1,0
183,282299142819,0,0
184,282304729756,1,0
185,282310065510,0,0
186,282315341439,1,0
187,282320605796,0,0
188,282325979744,0,0
189,282331257393,0,0
190,282336696372,1,0
191,282341899004,1,0
192,282347041473,1,0
193,282352163240,0,0
194,282357518594,0,0
195,282362903506,0,0
196,282368473199,1,0
197,282373776360,0,0
198,282379266719,1,0
199,282384487751,1,0
200,282389691439,0,0
201,282395022305,0,0
202,282400118100,1,0
203,282406306015,0,0
204,282411871220,0,0
205,282417501794,0,0
206,282423154565,0,0
207,282431136166,1,0
208,282437147760,1,0
209,282444116669,0,0
210,282449668167,0,0
211,282455091363,1,0
212,282460183078,0,0
213,282465744910,1,0
214,282470859369,0,0
215,282476411935,1,0
216,282481666416,0,0
217,282487149060,0,0
218,282492833315,0,0
219,282498417994,1,0
220,282504263400,1,0
221,282509524771,0,0
222,282515129831,0,0
223,282520770306,1,0
224,282526031413,0,0
225,282532020804,0,0
226,282536965836,0,0
227,282542443020,0,0
228,282547929689,1,0
229,282553210128,0,0
230,282558319610,0,0
231,282564025758,1,0
232,282569170434,1,0
233,282574518089,0,0
234,282580154838,0,0
235,282586965481,0,0
236,282592344011,1,0
237,282597546454,0,0
238,282603018700,1,0
239,282608676240,0,0
240,282614449157,1,0
241,282619663480,0,0
242,282625099123,0,0
243,282630611688,0,0
244,282636012896,1,0
245,282641419670,1,0
246,282646468976,0,0
247,282651819489,0,0
248,282657153536,1,0
249,282662269776,0,0
250,282667628824,0,0
251,282673099169,0,0
252,282678550060,0,0
253,282684104618,0,0
254,282689779827,0,0
255,282695288030,1,0
256,282700381732,1,0
257,282705738775,0,0
258,282711270351,0,0
259,282716865582,1,0
260,282722434915,0,0
261,282727814672,1,0
262,282732875270,0,0
263,282738266347,1,0
264,282743347297,0,0
265,282748724587,0,0
266,282754258726,1,0
267,282760248249,0,0
268,282765776236,1,0
269,282770858400,0,0
270,282776322427,0,0
271,282783030719,1,0
272,282789146257,1,0
273,282794610400,1,0
274,282799650621,0,0
275,282805031762,1,0
276,282810407245,0,0
277,282815933289,1,0
278,282821045706,0,0
279,282826571064,1,0
280,282831707934,1,0
281,282837155377,1,0
282,282842223328,0,0
283,282848161220,1,0
284,282853530603,0,0
285,282858936822,1,0
286,282864238878,0,0
287,282869745741,0,0
288,282875211005,0,0
289,282883080742,0,0
290,282888188956,1,0
291,282893154684,1,0
292,282899177097,1,0
293,282905324916,1,0
294,282911303483,1,0
295,282917308422,1,0
296,282923294705,0,0
297,282928638565,0,0
298,282933934779,1,0
299,282938959962,0,0
300,282944417444,1,0
301,282949543575,1,0
302,282954565801,1,0
303,282959791071,0,0
304,282965054634,1,0
305,282970025789,1,0
306,282975020773,1,0
307,282980056603,1,0
308,282985157887,0,0
309,282990500492,1,0
310,282996020861,0,0
311,283001315339,1,0
312,283006327346,1,0
313,283011340925,0,0
314,283016779395,1,0
315,283022068950,1,0
316,283027281233,1,0
317,283032443028,1,0
318,283037609733,1,0
319,283042691165,0,0
320,283048107297,0,0
321,283053705623,1,0
322,283058875306,0,0
323,283064660859,1,0
324,283069726528,1,0
325,283074746215,0,0
326,283080162879,1,0
327,283085184688,1,0
328,283090157027,0,0
329,283095427875,0,0
330,283100900309,1,0
331,283105918319,1,0
332,283110963868,1,0
333,283116020479,1,0
334,283121044612,1,0
335,283126152152,0,0
336,283131669934,0,0
337,283137168596,0,0
338,283142728224,1,0
339,283147802596,0,0
340,283153418635,0,0
341,283159057097,0,0
342,283164645642,0,0
343,283170044938,0,0
344,283175536208,1,0
345,283180549589,0,0
346,283185969346,1,0
347,283191017302,1,0
348,283196065609,1,0
349,283201381796,1,0
350,283206260084,0,0
351,283211900973,1,0
352,283216981460,1,0
353,283222032971,0,0
354,283227524777,1,0
355,283232676132,1,0
356,283237861703,1,0
357,283242963065,0,0
358,283248654980,1,0
359,283253710180,1,0
360,283258748029,0,0
361,283264511774,0,0
362,283270204813,0,0
363,283275823546,0,0
364,283281591480,0,0
365,283287260537,0,0
366,283292929399,1,0
367,283298054832,1,0
368,283303242443,0,0
369,283309061980,1,0
370,283314251636,0,0
371,283319999105,0,0
372,283325623868,0,0
373,283331184105,0,0
374,283336771027,0,0
375,283342232006,0,0
376,283347817886,0,0
377,283353442372,0,0
378,283359448717,1,0
379,283364598056,0,0
380,283370181951,0,0
381,283375800533,0,0
382,283381304194,1,0
383,283386368949,1,0
384,283391500793,0,0
385,283397105904,1,0
386,283402234560,0,0
387,283407710298,1,0
388,283412854533,1,0
389,283417896528,0,0
390,283423247073,1,0
391,283428404229,1,0
392,283433797273,0,0
393,283439249460,1,0
394,283444357854,1,0
395,283449405926,1,0
396,283454692711,0,0
397,283460121402,1,0
398,283465265218,1,0
399,283470436553,0,0
400,283476126436,1,0
401,283481227500,1,0
402,283486375303,1,0
403,283491654144,1,0
404,283496715316,0,0
405,283502409187,1,0
406,283507638836,0,0
407,283513395123,0,0
408,283519140535,1,0
409,283524253421,0,0
410,283529698401,1,0
411,283535081985,0,0
412,283540917782,0,0
413,283546732096,0,0
414,283552587884,1,0
415,283557899712,1,0
416,283563042206,1,0
417,283568173773,1,0
418,283573242406,0,0
419,283578725467,0,0
420,283584759922,0,0
421,283590487609,0,0
422,283596260422,1,0
423,283601842868,1,0
424,283606991543,1,0
425,283612202990,1,0
426,283617621232,1,0
427,283622815454,0,0
428,283628377826,1,0
429,283633651396,1,0
430,283638929569,1,0
431,283644057145,0,0
432,283649587254,1,0
433,283654748780,0,0
434,283660449832,0,0
435,283666195473,0,0
436,283671861667,0,0
437,283677565926,1,0
438,283682925871,0,0
439,283688365252,1,0
440,283693618492,0,0
441,283699181660,0,0
442,283704840266,0,0
443,283710366440,1,0
444,283715660907,1,0
445,283720960760,1,0
446,283726059767,0,0
447,283731736595,1,0
448,283736828283,1,0
449,283742058900,1,0
450,283747194263,1,0
451,283752266426,1,0
452,283757489588,0,0
453,283762915240,0,0
454,283768617752,1,0
455,283773854068,0,0
456,283779371313,1,0
457,283784536512,0,0
458,283790182060,1,0
459,283795318241,1,0
460,283800431785,0,0
461,283806209103,1,0
462,283811587851,1,0
463,283816824684,1,0
464,283822074225,0,0
465,283827813583,1,0
466,283833061766,1,0
467,283838535004,0,0
468,283844213042,1,0
469,283849480320,1,0
470,283854783026,1,0
471,283860022679,0,0
472,283865748583,1,0
473,283870922123,0,0
474,283876300468,1,0
475,283881600233,0,0
476,283887106129,1,0
477,283892350721,0,0
478,283898018218,0,0
479,283903283941,0,0
480,283909032818,1,0
481,283914190448,1,0
482,283919528160,0,0
483,283925213612,1,0
484,283930217045,0,0
485,283935872485,1,0
486,283940938524,1,0
487,283946017100,1,0
488,283951051953,1,0
489,283956068582,0,0
490,283961780236,1,0
491,283966885726,1,0
492,283971967874,1,0
493,283977018276,1,0
494,283982056498,1,0
495,283987131648,0,0
496,283992908503,1,0
497,283998067420,0,0
498,284003706893,1,0
499,284009212711,0,0
500,284014842152,1,0
501,284019952522,1,0
502,284025029157,0,0
503,284030572224,0,0
504,284036115791,0,0
505,284041800909,1,0
506,284046945096,1,0
507,284052026733,0,0
508,284057673664,1,0
509,284062896550,0,0
510,284068553757,0,0
511,284074144098,1,0
512,284079059801,1,0
513,284084213530,1,0
514,284089260613,1,0
515,284094546873,0,0
516,284100127131,1,0
517,284105216299,0,0
518,284110783364,1,0
519,284116154152,1,0
520,284121065827,1,0
521,284126217807,0,0
522,284131802146,1,0
523,284136946923,1,0
524,284142044787,1,0
525,284147040335,1,0
526,284152118304,1,0
527,284157198737,0,0
528,284162959305,1,0
529,284168175193,0,0
530,284173543688,0,0
531,284179186001,0,0
532,284184836447,0,0
533,284190397846,1,0
534,284195679784,1,0
535,284200892078,0,0
536,284206548452,1,0
537,284211677833,1,0
538,284216765909,1,0
539,284221884211,0,0
540,284227517063,1,0
541,284232793795,0,0
542,284238778904,1,0
543,284243984229,1,0
544,284249036609,1,0
545,284254215495,0,0
546,284259554420,1,0
547,284264767338,0,0
548,284270070186,1,0
549,284275309820,1,0
550,284280549458,1,0
551,284285705594,1,0
552,284290773837,1,0
553,284295871444,1,0
554,284300914462,0,0
555,284306631568,1,0
556,284311823399,1,0
557,284316927086,0,0
558,284322586788,1,0
559,284328119936,0,0
560,284333763322,0,0
561,284339193529,1,0
562,284344321795,0,0
563,284350076187,1,0
564,284355271475,0,0
565,284360965583,0,0
566,284366596694,0,0
567,284372127147,0,0
568,284377981715,0,0
569,284383478697,0,0
570,284389036661,0,0
571,284394963100,0,0
572,284400739435,0,0
573,284406373735,1,0
574,284411890650,1,0
575,284417050994,1,0
576,284422200471,1,0
577,284427529799,0,0
578,284433055447,0,0
579,284438628035,1,0
580,284443899646,0,0
581,284449561877,1,0
582,284454672001,0,0
583,284460209581,0,0
584,284465839039,1,0
585,284470957657,0,0
586,284476246674,0,0
587,284481652141,1,0
588,284486838011,1,0
589,284491990046,1,0
590,284497154424,0,0
591,284502846657,1,0
592,284507937886,1,0
593,284513045656,0,0
594,284518824092,0,0
595,284524407440,1,0
596,284529650998,1,0
597,284534828659,0,0
598,284540276792,0,0
599,284545759911,1,0
600,284550969417,0,0
601,284556632349,0,0
602,284562212397,1,0
603,284567259666,1,0
604,284572352404,1,0
605,284577531432,1,0
606,284582747878,1,0
607,284588148143,1,0
608,284593627654,1,0
609,284598913741,0,0
610,284604617110,0,0
611,284610074536,1,0
612,284615287897,0,0
613,284621031670,0,0
614,284626655769,1,0
615,284631792830,1,0
616,284636913458,1,0
617,284641994749,0,0
618,284647398192,1,0
619,284652858660,1,0
620,284657993263,0,0
621,284663561700,0,0
622,284669011450,1,0
623,284674101980,1,0
624,284679228042,0,0
625,284684595760,0,0
626,284689847463,0,0
627,284695437538,0,0
628,284701032535,1,0
629,284706119099,1,0
630,284711195949,1,0
631,284716266802,1,0
632,284721321654,1,0
633,284726398940,1,0
634,284731448006,0,0
635,284736967671,1,0
636,284742056457,1,0
637,284747221526,0,0
638,284752859658,1,0
639,284757936257,0,0
640,284763700497,0,0
641,284769285193,1,0
642,284774360497,0,0
643,284779877288,0,0
644,284785397753,1,0
645,284790629660,0,0
646,284796213820,0,0
647,284801862986,1,0
648,284806977124,0,0
649,284812452279,0,0
650,284817819972,0,0
651,284823300624,0,0
652,284828794970,1,0
653,284834067204,1,0
654,284839074033,0,0
655,284844843566,0,0
656,284850417422,1,0
657,284855819899,0,0
658,284861434392,1,0
659,284866676265,0,0
660,284872455112,1,0
661,284877744199,0,0
662,284883333764,0,0
663,284888714288,0,0
664,284894142837,0,0
665,284899711771,1,0
666,284905027632,1,0
667,284910056634,0,0
668,284915749958,0,0
669,284921322728,1,0
670,284926630609,1,0
671,284931828302,0,0
672,284937401899,0,0
673,284942908287,0,0
674,284948566095,1,0
675,284953765293,0,0
676,284959288731,0,0
677,284965126312,0,0
678,284971070089,0,0
679,284976790222,0,0
680,284982512419,0,0
681,284988245669,0,0
682,284993852630,1,0
683,284998906614,1,0
684,285003987220,0,0
685,285009626820,1,0
686,285014858779,1,0
687,285019964658,1,0
688,285025042535,1,0
689,285030149932,0,0
690,285035831892,0,0
691,285041460572,0,0
692,285047155393,0,0
693,285052592226,0,0
694,285058117635,0,0
695,285063711855,1,0
696,285069043115,0,0
697,285074684214,1,0
698,285079744091,1,0
699,285084797527,0,0
700,285090617584,1,0
701,285095825955,1,0
702,285101016947,1,0
703,285106455155,1,0
704,285111789366,1,0
705,285116980635,0,0
706,285122810056,0,0
707,285128346956,1,0
708,285134075464,1,0
709,285139237724,1,0
710,285144500707,1,0
711,285149787387,0,0
712,285155574454,1,0
713,285160852397,0,0
714,285166355514,1,0
715,285171568382,0,0
716,285176991234,0,0
717,285182300505,1,0
718,285187420319,1,0
719,285192792785,1,0
720,285197901773,0,0
721,285203737574,0,0
722,285209696945,0,0
723,285215492550,1,0
724,285220795653,1,0
725,285225985603,0,0
726,285231649962,0,0
727,285237041937,0,0
728,285242611480,1,0
729,285247849969,1,0
730,285252980719,1,0
731,285258059676,1,0
732,285263237204,0,0
733,285268836895,0,0
734,285274444390,0,0
735,285280015887,1,0
736,285285137812,1,0
737,285290287655,1,0
738,285295721806,1,0
739,285300902253,1,0
740,285306052029,0,0
741,285311468818,0,0
742,285316852107,0,0
743,285322341908,1,0
744,285327634203,1,0
745,285332861015,1,0
746,285338055104,0,0
747,285343474922,0,0
748,285348971259,1,0
749,285354091762,0,0
750,285359546275,0,0
751,285365151456,0,0
752,285370765630,1,0
753,285375944960,1,0
754,285381135785,0,0
755,285386829796,0,0
756,285392383764,1,0
757,285397770138,0,0
758,285403352787,0,0
759,285408927273,1,0
760,285414045196,1,0
761,285419172530,1,0
762,285424294823,1,0
763,285429491898,0,0
764,285435183471,0,0
765,285440977470,0,0
766,285446662893,1,0
767,285451808504,0,0
768,285457582195,0,0
769,285463312081,1,0
770,285468548407,0,0
771,285474482216,0,0
772,285480062909,0,0
773,285485773239,1,0
774,285491028060,1,0
775,285496124050,1,0
776,285501290315,0,0
777,285506800824,0,0
778,285512447612,0,0
779,285518237028,0,0
780,285524059450,0,0
781,285529902882,0,0
782,285535639791,0,0
783,285541215229,1,0
784,285546323141,1,0
785,285551519307,0,0
786,285557141647,1,0
787,285562224988,0,0
788,285567952242,1,0
789,285573052842,0,0
790,285578712473,0,0
791,285584616941,0,0
792,285590229521,0,0
793,285596083418,0,0
794,285601430721,0,0
795,285607221853,1,0
796,285612226849,0,0
797,285618032809,0,0
798,285624086474,1,0
799,285629248769,1,0
800,285634579110,1,0
801,285639914048,1,0
802,285645037681,1,0
803,285650062854,0,0
804,285655607487,1,0
805,285660777481,0,0
806,285666635200,1,0
807,285671761641,0,0
808,285677507292,1,0
809,285682876667,1,0
810,285688846419,1,0
811,285694041972,1,0
812,285699043437,1,0
813,285704216697,0,0
814,285709855574,1,0
815,285714954070,0,0
816,285720383858,0,0
817,285725933513,0,0
818,285731821371,1,0
819,285737354037,0,0
820,285743140487,1,0
821,285748294739,1,0
822,285753489450,0,0
823,285759231677,0,0
824,285764898671,0,0
825,285770544649,1,0
826,285775704509,0,0
827,285781186654,1,0
828,285786218659,0,0
829,285791839675,0,0
830,285797307139,1,0
831,285802690016,1,0
832,285807923880,0,0
833,285813557300,1,0
834,285818907312,0,0
835,285824698280,0,0
836,285830452700,1,0
837,285835807262,0,0
838,285841330676,1,0
839,285846581894,1,0
840,285851719667,0,0
841,285857516765,1,0
842,285862888318,1,0
843,285868082031,1,0
844,285873222292,1,0
845,285878326860,1,0
846,285883696113,0,0
847,285889601061,0,0
848,285895300434,1,0
849,285900573322,0,0
850,285906263694,0,0
851,285912109460,0,0
852,285917667708,0,0
853,285923962167,1,0
854,285929174123,0,0
855,285934966115,1,0
856,285940382202,1,0
857,285945749673,0,0
858,285951734776,0,0
859,285957299066,1,0
860,285962414507,0,0
861,285968074411,1,0
862,285973256501,1,0
863,285978462883,0,0
864,285984143426,1,0
865,285989223874,0,0
866,285995092163,0,0
867,286000615537,1,0
868,286005842722,0,0
869,286011364217,1,0
870,286016597827,0,0
871,286022231503,0,0
872,286027782937,1,0
873,286032878512,1,0
874,286037955075,1,0
875,286043023465,0,0
876,286048579529,1,0
877,286053777120,1,0
878,286058863047,0,0
879,286064365723,1,0
880,286069626175,0,0
881,286075267974,0,0
882,286080880738,1,0
883,286085966805,0,0
884,286091779021,0,0
885,286097328527,0,0
886,286103061656,0,0
887,286108368329,1,0
888,286113460538,1,0
889,286118654320,1,0
890,286123735597,0,0
891,286129432124,1,0
892,286134662769,0,0
893,286140253347,1,0
894,286145403507,0,0
895,286151166630,0,0
896,286156686982,1,0
897,286161982483,0,0
898,286167773981,0,0
899,286173339402,0,0
900,286179041652,1,0
901,286184300484,1,0
902,286189611452,0,0
903,286195163105,0,0
904,286201047851,0,0
905,286206584554,0,0
906,286212303912,0,0
907,286218149609,0,0
908,286223598583,1,0
909,286228869709,1,0
910,286233963444,1,0
911,286239016877,0,0
912,286244478287,1,0
913,286249731337,1,0
914,286254856257,1,0
915,286259993626,1,0
916,286265061570,0,0
917,286270618181,0,0
918,286276290317,1,0
919,286281558813,0,0
920,286287247330,1,0
921,286292266952,0,0
922,286297945981,1,0
923,286303148710,0,0
924,286308661591,1,0
925,286313901746,1,0
926,286318972086,1,0
927,286324044867,1,0
928,286329157477,1,0
929,286334262451,1,0
