trial_id,event_start_ns,event,error
1,390081166363,0,0
2,390086925922,1,0
3,390092518449,1,0
4,390097661896,1,0
5,390102954294,1,0
6,390108071735,1,0
7,390113071374,1,0
8,390118306806,1,0
9,390123688823,0,0
10,390129446880,0,0
11,390134847300,1,0
12,390139926621,1,0
13,390145022832,1,0
14,390150495316,0,0
15,390156090843,1,0
16,390161512997,0,0
17,390166991304,0,0
18,390172659274,1,0
19,390177834939,1,0
20,390182924601,0,0
21,390188563560,0,0
22,390193997527,0,0
23,390199747209,1,0
24,390204934486,0,0
25,390210483025,0,0
26,390216085782,0,0
27,390221641954,0,0
28,390227178951,0,0
29,390232711256,1,0
30,390237880114,1,0
31,390242970006,1,0
32,390248071771,1,0
33,390253289909,0,0
34,390258880897,1,0
35,390264073275,1,0
36,390269173646,1,0
37,390274434884,0,0
38,390280085613,0,0
39,390285730465,0,0
40,390291649296,1,0
41,390296905627,1,0
42,390302031131,0,0
43,390307561087,0,0
44,390313154376,0,0
45,390318774255,1,0
46,390324032609,0,0
47,390329548850,0,0
48,390335341575,1,0
49,390340650937,0,0
50,390346348279,0,0
51,390351951790,0,0
52,390357367923,1,0
53,390362539835,1,0
54,390367615860,0,0
55,390373262980,0,0
56,390378981754,0,0
57,390384528623,0,0
58,390390184841,0,0
59,390395974309,1,0
60,390400974073,0,0
61,390406541138,0,0
62,390412258697,0,0
63,390418110226,1,0
64,390423174204,1,0
65,390428016661,1,0
66,390433173659,1,0
67,390438075874,1,0
68,390443197390,1,0
69,390448274225,1,0
70,390453264151,0,0
71,390458997374,0,0
72,390464356714,1,0
73,390469493551,0,0
74,390475191675,0,0
75,390480665274,1,0
76,390485747789,1,0
77,390490825417,0,0
78,390496183185,1,0
79,390501481335,0,0
80,390507185742,1,0
81,390512412867,0,0
82,390518073633,0,0
83,390523823599,0,0
84,390529649121,0,0
85,390535085921,0,0
86,390540575655,0,0
87,390546407424,0,0
88,390552159519,1,0
89,390557456690,0,0
90,390563050216,1,0
91,390568200565,1,0
92,390573482021,0,0
93,390578970091,0,0
94,390584759984,0,0
95,390590629349,0,0
96,390596670121,0,0
97,390602550675,1,0
98,390607716713,0,0
99,390613385141,1,0
100,390618548273,1,0
101,390623656972,1,0
102,390628702759,1,0
103,390633752599,0,0
104,390639339743,1,0
105,390644412771,1,0
106,390649472391,0,0
107,390654823272,1,0
108,390659851104,1,0
