trial_id,event_start_ns,event,error
1,443476422378,0,0
2,443481947614,1,0
3,443487455062,1,0
4,443492518984,1,0
5,443497617118,1,0
6,443502654015,1,0
7,443507673974,1,0
8,443512708628,1,0
9,443517730367,0,0
10,443523245771,0,0
11,443528716244,1,0
12,443533741925,1,0
13,443539038123,1,0
14,443544266409,0,0
15,443550036128,1,0
16,443555122933,0,0
17,443560780426,0,0
18,443566289402,1,0
19,443571441749,1,0
20,443576511304,0,0
21,443582034152,0,0
22,443587823841,0,0
23,443593608958,1,0
24,443598718395,0,0
25,443604448890,0,0
26,443609997108,0,0
27,443615564470,0,0
28,443621074603,0,0
29,443626542531,1,0
30,443631775453,1,0
31,443636871539,1,0
32,443641986053,1,0
33,443647126844,0,0
34,443652953657,1,0
35,443658128660,1,0
36,443663555649,1,0
37,443668621715,0,0
38,443674350180,0,0
39,443680118034,0,0
40,443685685242,1,0
41,443690983822,1,0
42,443696463093,0,0
43,443702132708,0,0
44,443707704560,0,0
45,443713544691,1,0
46,443718750731,0,0
47,443724450151,0,0
48,443730167264,1,0
49,443735278105,0,0
50,443741116992,0,0
51,443746591346,0,0
52,443752433255,1,0
53,443757754559,1,0
54,443763123902,0,0
55,443768661568,0,0
56,443774295583,0,0
57,443779901907,0,0
58,443785505655,0,0
59,443791188103,1,0
60,443796378857,0,0
61,443801924957,0,0
62,443807707326,0,0
63,443813288995,1,0
64,443818553369,1,0
65,443823696901,1,0
66,443828726054,1,0
67,443833871883,1,0
68,443839050283,1,0
69,443844221730,1,0
70,443849386125,0,0
71,443855154223,0,0
72,443860789192,1,0
73,443865835484,0,0
74,443871496717,0,0
75,443877125210,1,0
76,443882237629,1,0
77,443887288821,0,0
78,443892865984,1,0
79,443897890139,0,0
80,443903311892,1,0
81,443908493935,0,0
82,443914228123,0,0
83,443920035476,0,0
84,443925944925,0,0
85,443931669127,0,0
86,443937140518,0,0
87,443942884823,0,0
88,443948521389,1,0
89,443953719473,0,0
90,443959298058,1,0
91,443964455057,1,0
92,443969604403,0,0
93,443975066096,0,0
94,443980521558,0,0
95,443986117378,0,0
96,443991678038,0,0
97,443997009209,1,0
98,444002009165,0,0
99,444007635773,1,0
100,444012669354,1,0
101,444017749103,1,0
102,444022843179,1,0
103,444028046159,0,0
104,444033490453,1,0
105,444038531221,1,0
106,444043712343,0,0
107,444049576898,1,0
108,444055041662,1,0
109,444060184893,1,0
110,444065413638,1,0
111,444070860057,0,0
112,444076670822,0,0
113,444082230419,0,0
114,444087664851,1,0
115,444092732732,1,0
116,444097779995,1,0
117,444102821254,0,0
118,444108422293,1,0
119,444113793752,1,0
120,444118822585,0,0
121,444124519924,0,0
122,444130388002,1,0
123,444135598073,0,0
124,444141108794,0,0
125,444146651081,0,0
126,444152286821,1,0
127,444157513885,1,0
128,444162927387,1,0
129,444167943886,0,0
130,444173314044,1,0
131,444178621762,1,0
132,444183777072,1,0
133,444188983906,1,0
134,444194048516,0,0
135,444199470269,0,0
136,444205066100,1,0
137,444210106013,0,0
138,444215836733,1,0
139,444220967973,0,0
140,444226368388,1,0
141,444231553576,1,0
142,444236736394,0,0
143,444242552242,0,0
144,444248232251,1,0
145,444253255095,0,0
146,444258533073,1,0
147,444263583107,0,0
148,444268977849,0,0
149,444274451552,0,0
150,444279810331,1,0
151,444285102869,1,0
152,444290128877,1,0
153,444295156061,1,0
154,444300179582,1,0
155,444305206752,1,0
156,444310207356,1,0
157,444315198496,1,0
158,444320204638,1,0
159,444325245434,1,0
160,444330255029,0,0
161,444335548507,1,0
162,444340639340,0,0
163,444345956102,1,0
164,444351123133,0,0
165,444356422368,1,0
166,444362321344,1,0
167,444367517504,0,0
168,444373124149,1,0
169,444378209588,1,0
170,444386736442,1,0
171,444393145156,0,0
172,444399125993,1,0
173,444404913594,1,0
174,444410054294,0,0
175,444415457046,0,0
176,444421064422,1,0
177,444426127783,1,0
178,444431211096,0,0
179,444436770621,0,0
180,444442266858,1,0
181,444447454635,1,0
182,444452629584,1,0
183,444458368149,0,0
184,444464260834,1,0
185,444469448199,0,0
186,444475103034,1,0
187,444480189907,0,0
188,444485652240,0,0
189,444491130838,0,0
190,444496410352,1,0
191,444501665324,1,0
192,444506765549,1,0
193,444512088016,0,0
194,444518230724,0,0
195,444524168477,0,0
196,444531179514,1,0
197,444536328109,0,0
198,444542026451,1,0
199,444547231351,1,0
200,444553145993,0,0
201,444558588339,0,0
202,444564125310,1,0
203,444569118893,0,0
204,444574756516,0,0
205,444580685040,0,0
206,444586011428,0,0
207,444591393636,1,0
208,444596393631,1,0
209,444601449240,0,0
210,444606995539,0,0
