trial_id,timestamp_ns,target_page,event,duration_ns,access_policy
163,687455235913,0,0,678120,constant
164,687535899619,0,1,655156,constant
165,687606200565,0,0,553776,constant
166,687676811219,0,1,458851,constant
167,687749488785,0,1,547224,constant
168,687822213422,0,0,557863,constant
169,687894684789,0,1,456127,constant
170,687968038499,0,1,610899,constant
171,688042713757,0,1,545078,constant
172,688115279198,0,1,599401,constant
173,688187282719,0,0,321656,constant
174,688260181069,0,0,354993,constant
175,688331481693,0,0,371923,constant
176,688418796558,0,1,675425,constant
177,688491040744,0,0,476383,constant
178,688570283148,0,1,423654,constant
179,688646861895,0,0,406734,constant
180,688725066348,0,0,537369,constant
181,688801086506,0,1,400997,constant
182,688882102327,0,0,568776,constant
183,688952554901,0,0,510154,constant
184,689031870789,0,1,376035,constant
185,689105323851,0,0,450410,constant
186,689181367784,0,0,499394,constant
187,689256731343,0,1,603406,constant
188,689328278360,0,1,608611,constant
189,689413012678,0,1,567711,constant
190,689484497409,0,0,351221,constant
191,689558493994,0,1,350212,constant
192,689636941252,0,0,480436,constant
193,689707638146,0,1,536456,constant
194,689779423484,0,1,383201,constant
195,689851647970,0,1,503584,constant
196,689922679151,0,1,614581,constant
197,689995584052,0,1,528693,constant
198,690069195183,0,0,549592,constant
199,690143093422,0,1,517903,constant
200,690213908529,0,0,509115,constant
