trial_id,timestamp_ns,target_page,event,duration_ns,access_policy
1,396253819978,0,0,251,normal
2,396327644758,0,1,446919,normal
3,396405395484,0,0,204,normal
4,396485397608,0,0,215,normal
5,396572141122,0,0,224,normal
6,396649796657,0,0,210,normal
7,396729642433,0,1,592467,normal
8,396808703780,0,0,277,normal
9,396882160676,0,1,642431,normal
10,396959536180,0,1,371875,normal
11,397037545870,0,1,570236,normal
12,397114407468,0,1,585921,normal
13,397190767131,0,1,678533,normal
14,397264524327,0,1,359564,normal
15,397338865295,0,0,188,normal
16,397425820202,0,0,253,normal
17,397502166361,0,1,691528,normal
18,397579672019,0,1,665663,normal
19,397652893928,0,1,307120,normal
20,397740199554,0,0,237,normal
21,397815194612,0,1,630343,normal
22,397893535801,0,0,218,normal
23,397972987991,0,1,563134,normal
24,398052620624,0,0,194,normal
25,398135180310,0,0,322,normal
26,398216221615,0,1,709199,normal
27,398291071068,0,0,247,normal
28,398375667033,0,1,455708,normal
29,398453155676,0,1,460857,normal
30,398531662745,0,1,537080,normal
31,398608475839,0,1,345470,normal
32,398689659056,0,0,238,normal
33,398765285483,0,1,352364,normal
34,398843791316,0,0,170,normal
35,398922351932,0,1,687562,normal
36,398997214530,0,0,203,normal
37,399073348988,0,0,210,normal
38,399146467751,0,0,171,normal
39,399222893796,0,0,168,normal
40,399296898878,0,1,521428,normal
41,399373865992,0,0,178,normal
42,399445931859,0,1,498325,normal
43,399525624823,0,0,194,normal
44,399602588250,0,1,625823,normal
45,399675791962,0,1,430625,normal
46,399754522863,0,1,501358,normal
47,399831336330,0,0,232,normal
48,399910174968,0,0,288,normal
49,399986907234,0,1,476528,normal
50,400063553655,0,1,507761,normal
51,400148909054,0,0,277,normal
52,400218438008,0,0,136,normal
53,400292303726,0,1,374630,normal
54,400373657764,0,0,203,normal
55,400440859476,0,1,354120,normal
56,400527917260,0,0,219,normal
57,400612431324,0,0,214,normal
58,400687564404,0,0,188,normal
59,400769553364,0,1,675987,normal
60,400846797264,0,1,627660,normal
61,400926599029,0,0,267,normal
62,401001707783,0,0,254,normal
63,401077214034,0,0,186,normal
64,401152215082,0,0,151,normal
65,401230736216,0,0,202,normal
66,401304504593,0,1,351528,normal
67,401381330238,0,0,244,normal
68,401454789026,0,0,237,normal
