trial_id,timestamp_ns,target_page,event,duration_ns,access_policy
69,401531593692,0,1,402006,normal
70,401612461169,0,1,405630,normal
71,401685177191,0,1,371863,normal
72,401766760909,0,0,228,normal
73,401841470916,0,1,355246,normal
74,401922743970,0,1,413338,normal
75,401995348433,0,0,191,normal
76,402075842251,0,0,203,normal
77,402154963882,0,1,681425,normal
78,402235191094,0,0,263,normal
79,402313478037,0,0,186,normal
80,402397047044,0,0,223,normal
81,402475656751,0,0,231,normal
82,402554115184,0,0,282,normal
83,402633673182,0,1,492843,normal
84,402714916043,0,0,250,normal
85,402796719074,0,0,215,normal
86,402868988949,0,1,595025,normal
87,402947200245,0,0,207,normal
88,403020165124,0,0,186,normal
89,403091652379,0,1,585236,normal
90,403167529312,0,0,230,normal
91,403243126726,0,1,627817,normal
92,403318349684,0,0,213,normal
93,403393748799,0,0,182,normal
94,403471101608,0,0,204,normal
95,403542732475,0,0,172,normal
96,403618362208,0,1,710846,normal
97,403691412966,0,1,481743,normal
98,403774456137,0,0,276,normal
99,403852434627,0,0,248,normal
100,403936958166,0,1,788521,normal
101,404013564226,0,1,662700,normal
102,404092717276,0,1,530726,normal
103,404169594535,0,0,232,normal
104,404243825329,0,0,150,normal
105,404325008721,0,1,492314,normal
106,404400806504,0,0,199,normal
107,404487938187,0,1,786075,normal
108,404564902431,0,0,194,normal
109,404639588561,0,1,620883,normal
110,404719655528,0,1,702089,normal
111,404800723744,0,0,315,normal
112,404876904906,0,0,253,normal
113,404951807823,0,1,520074,normal
114,405024780930,0,1,439191,normal
115,405098000385,0,1,582464,normal
116,405173110357,0,0,126,normal
117,405250513010,0,1,557233,normal
118,405326903537,0,0,164,normal
119,405401250823,0,1,430049,normal
120,405480604828,0,0,170,normal
121,405553622602,0,0,194,normal
122,405629428239,0,1,663940,normal
123,405703516030,0,1,475341,normal
124,405784972071,0,0,292,normal
125,405863123914,0,1,670836,normal
126,405940994332,0,1,581177,normal
127,406021589480,0,0,252,normal
128,406100094599,0,1,633701,normal
129,406181815594,0,0,258,normal
130,406258679114,0,1,694167,normal
131,406334683254,0,0,199,normal
132,406417631631,0,1,592549,normal
133,406500587346,0,1,626405,normal
134,406574117267,0,0,218,normal
135,406657944258,0,0,300,normal
136,406731285313,0,0,191,normal
137,406812188104,0,0,239,normal
138,406890709419,0,1,710031,normal
139,406967084843,0,0,310,normal
140,407041969051,0,0,226,normal
141,407115582470,0,0,193,normal
142,407194638999,0,0,231,normal
143,407273210986,0,1,653447,normal
144,407348605768,0,0,222,normal
145,407416649129,0,1,298022,normal
146,407499644612,0,0,219,normal
147,407571169365,0,0,204,normal
148,407650564085,0,0,192,normal
149,407729051257,0,1,603166,normal
150,407802955690,0,1,586620,normal
151,407885189218,0,0,288,normal
152,407959631213,0,1,576505,normal
153,408037316809,0,1,491262,normal
154,408117626809,0,1,522606,normal
155,408203747165,0,1,641702,normal
156,408280198833,0,1,430346,normal
157,408361332917,0,1,529683,normal
158,408438997393,0,0,230,normal
159,408516504792,0,0,313,normal
160,408597467922,0,1,698327,normal
161,408673833507,0,1,613506,normal
162,408752165722,0,0,259,normal
163,408829449775,0,1,444096,normal
164,408910741336,0,1,646425,normal
165,408980939269,0,0,130,normal
166,409059166627,0,1,581715,normal
167,409132435173,0,1,503395,normal
168,409216576472,0,1,572108,normal
169,409289623390,0,0,169,normal
170,409362593779,0,1,538785,normal
171,409438865561,0,1,627434,normal
172,409516845527,0,1,764886,normal
173,409593539326,0,1,400990,normal
174,409668768392,0,1,716161,normal
175,409756684936,0,0,248,normal
176,409831802614,0,0,225,normal
177,409910802273,0,1,651201,normal
178,409991100825,0,0,207,normal
179,410070650582,0,1,723447,normal
180,410147632984,0,0,266,normal
181,410230740653,0,1,739033,normal
182,410310925976,0,1,613222,normal
183,410385081903,0,1,628175,normal
184,410466738895,0,1,681723,normal
185,410545919667,0,1,351123,normal
186,410632588352,0,1,506290,normal
187,410714637101,0,1,697486,normal
188,410800309559,0,1,546196,normal
189,410870216830,0,1,396575,normal
190,410952090860,0,0,311,normal
191,411029031832,0,1,560671,normal
192,411092842965,0,1,606534,normal
193,411168097810,0,1,396176,normal
194,411249065506,0,0,268,normal
195,411324887834,0,1,524294,normal
196,411403935030,0,0,213,normal
197,411479259595,0,0,215,normal
198,411555176403,0,0,160,normal
199,411630742879,0,0,187,normal
200,411703316162,0,1,477868,normal
