mode,state,trial,classify_ns,cleanup_ns,full_cycle_ns,polls,cleanup_ok
reference,miss,1309,218,18,236,0,1
reference,hit,1309,301,515,816,0,1
reference,miss,1310,205,18,223,0,1
reference,hit,1310,289,483,772,0,1
reference,miss,1311,220,17,237,0,1
reference,hit,1311,298,483,781,0,1
reference,miss,1312,214,18,232,0,1
reference,hit,1312,286,482,768,0,1
reference,miss,1313,215,18,233,0,1
reference,hit,1313,279,521,800,0,1
reference,miss,1314,205,18,223,0,1
reference,hit,1314,298,504,802,0,1
reference,miss,1315,224,17,241,0,1
reference,hit,1315,283,505,788,0,1
reference,miss,1316,212,18,230,0,1
reference,hit,1316,294,504,798,0,1
reference,miss,1317,222,18,240,0,1
reference,hit,1317,285,498,783,0,1
reference,miss,1318,211,18,229,0,1
reference,hit,1318,293,484,777,0,1
reference,miss,1319,222,18,240,0,1
reference,hit,1319,297,496,793,0,1
reference,miss,1320,208,18,226,0,1
reference,hit,1320,284,481,765,0,1
reference,miss,1321,224,17,241,0,1
reference,hit,1321,286,483,769,0,1
reference,miss,1322,211,18,229,0,1
reference,hit,1322,279,496,775,0,1
reference,miss,1323,222,18,240,0,1
reference,hit,1323,288,513,801,0,1
reference,miss,1324,209,17,226,0,1
reference,hit,1324,290,500,790,0,1
reference,miss,1325,224,19,243,0,1
reference,hit,1325,294,500,794,0,1
reference,miss,1326,205,17,222,0,1
reference,hit,1326,292,496,788,0,1
reference,miss,1327,219,18,237,0,1
reference,hit,1327,294,512,806,0,1
reference,miss,1328,202,18,220,0,1
reference,hit,1328,290,507,797,0,1
reference,miss,1329,227,18,245,0,1
reference,hit,1329,331,609,940,0,1
reference,miss,1330,207,18,225,0,1
reference,hit,1330,303,541,844,0,1
reference,miss,1331,220,17,237,0,1
reference,hit,1331,286,478,764,0,1
reference,miss,1332,203,18,221,0,1
reference,hit,1332,293,502,795,0,1
reference,miss,1333,216,19,235,0,1
reference,hit,1333,299,507,806,0,1
reference,miss,1334,204,18,222,0,1
reference,hit,1334,290,500,790,0,1
reference,miss,1335,219,18,237,0,1
reference,hit,1335,279,487,766,0,1
reference,miss,1336,207,17,224,0,1
reference,hit,1336,286,480,766,0,1
reference,miss,1337,216,18,234,0,1
reference,hit,1337,277,483,760,0,1
reference,miss,1338,206,17,223,0,1
reference,hit,1338,287,493,780,0,1
reference,miss,1339,216,19,235,0,1
reference,hit,1339,289,493,782,0,1
reference,miss,1340,209,17,226,0,1
reference,hit,1340,290,497,787,0,1
reference,miss,1341,221,17,238,0,1
reference,hit,1341,283,501,784,0,1
reference,miss,1342,204,18,222,0,1
reference,hit,1342,295,489,784,0,1
reference,miss,1343,217,18,235,0,1
reference,hit,1343,294,484,778,0,1
reference,miss,1344,210,18,228,0,1
reference,hit,1344,288,504,792,0,1
reference,miss,1345,216,18,234,0,1
reference,hit,1345,286,484,770,0,1
reference,miss,1346,207,17,224,0,1
reference,hit,1346,288,500,788,0,1
reference,miss,1347,220,17,237,0,1
reference,hit,1347,294,492,786,0,1
reference,miss,1348,207,18,225,0,1
reference,hit,1348,291,521,812,0,1
reference,miss,1349,218,18,236,0,1
reference,hit,1349,281,474,755,0,1
reference,miss,1350,205,18,223,0,1
reference,hit,1350,289,477,766,0,1
reference,miss,1351,217,18,235,0,1
reference,hit,1351,342,674,1016,0,1
reference,miss,1352,207,18,225,0,1
reference,hit,1352,290,504,794,0,1
reference,miss,1353,218,18,236,0,1
reference,hit,1353,296,495,791,0,1
reference,miss,1354,206,19,225,0,1
reference,hit,1354,290,502,792,0,1
reference,miss,1355,222,17,239,0,1
reference,hit,1355,288,517,805,0,1
reference,miss,1356,205,18,223,0,1
reference,hit,1356,360,627,987,0,1
reference,miss,1357,222,18,240,0,1
reference,hit,1357,314,512,826,0,1
reference,miss,1358,205,17,222,0,1
reference,hit,1358,293,492,785,0,1
reference,miss,1359,220,18,238,0,1
reference,hit,1359,301,494,795,0,1
reference,miss,1360,208,18,226,0,1
reference,hit,1360,287,496,783,0,1
reference,miss,1361,216,18,234,0,1
reference,hit,1361,298,488,786,0,1
reference,miss,1362,208,17,225,0,1
reference,hit,1362,290,503,793,0,1
reference,miss,1363,216,18,234,0,1
reference,hit,1363,305,483,788,0,1
reference,miss,1364,207,17,224,0,1
reference,hit,1364,297,489,786,0,1
reference,miss,1365,221,18,239,0,1
reference,hit,1365,302,500,802,0,1
reference,miss,1366,205,17,222,0,1
reference,hit,1366,288,485,773,0,1
reference,miss,1367,216,19,235,0,1
reference,hit,1367,300,488,788,0,1
reference,miss,1368,208,18,226,0,1
reference,hit,1368,290,492,782,0,1
reference,miss,1369,219,17,236,0,1
reference,hit,1369,304,486,790,0,1
reference,miss,1370,211,18,229,0,1
reference,hit,1370,288,513,801,0,1
reference,miss,1371,219,17,236,0,1
reference,hit,1371,289,501,790,0,1
reference,miss,1372,205,19,224,0,1
reference,hit,1372,295,497,792,0,1
reference,miss,1373,222,18,240,0,1
reference,hit,1373,342,684,1026,0,1
reference,miss,1374,204,18,222,0,1
reference,hit,1374,288,515,803,0,1
reference,miss,1375,221,17,238,0,1
reference,hit,1375,288,513,801,0,1
reference,miss,1376,203,18,221,0,1
reference,hit,1376,283,496,779,0,1
reference,miss,1377,217,18,235,0,1
reference,hit,1377,295,508,803,0,1
reference,miss,1378,208,18,226,0,1
reference,hit,1378,288,488,776,0,1
reference,miss,1379,217,18,235,0,1
reference,hit,1379,293,501,794,0,1
reference,miss,1380,207,18,225,0,1
reference,hit,1380,287,487,774,0,1
reference,miss,1381,220,17,237,0,1
reference,hit,1381,296,480,776,0,1
reference,miss,1382,205,16,221,0,1
reference,hit,1382,291,495,786,0,1
reference,miss,1383,217,18,235,0,1
reference,hit,1383,292,494,786,0,1
reference,miss,1384,206,19,225,0,1
reference,hit,1384,282,487,769,0,1
reference,miss,1385,219,18,237,0,1
reference,hit,1385,292,477,769,0,1
reference,miss,1386,208,18,226,0,1
reference,hit,1386,286,479,765,0,1
reference,miss,1387,217,18,235,0,1
reference,hit,1387,284,492,776,0,1
reference,miss,1388,203,19,222,0,1
reference,hit,1388,295,488,783,0,1
reference,miss,1389,217,17,234,0,1
reference,hit,1389,279,477,756,0,1
reference,miss,1390,208,19,227,0,1
reference,hit,1390,287,485,772,0,1
reference,miss,1391,220,18,238,0,1
reference,hit,1391,297,507,804,0,1
reference,miss,1392,210,17,227,0,1
reference,hit,1392,290,503,793,0,1
reference,miss,1393,219,17,236,0,1
reference,hit,1393,297,500,797,0,1
reference,miss,1394,206,19,225,0,1
reference,hit,1394,284,491,775,0,1
reference,miss,1395,223,18,241,0,1
reference,hit,1395,334,629,963,0,1
reference,miss,1396,203,19,222,0,1
reference,hit,1396,283,498,781,0,1
reference,miss,1397,219,18,237,0,1
reference,hit,1397,295,484,779,0,1
reference,miss,1398,207,18,225,0,1
reference,hit,1398,290,537,827,0,1
reference,miss,1399,219,18,237,0,1
reference,hit,1399,284,486,770,0,1
reference,miss,1400,203,18,221,0,1
reference,hit,1400,285,489,774,0,1
reference,miss,1401,218,17,235,0,1
reference,hit,1401,297,512,809,0,1
reference,miss,1402,207,17,224,0,1
reference,hit,1402,281,489,770,0,1
reference,miss,1403,219,18,237,0,1
reference,hit,1403,280,474,754,0,1
reference,miss,1404,209,18,227,0,1
reference,hit,1404,293,475,768,0,1
reference,miss,1405,218,18,236,0,1
reference,hit,1405,308,478,786,0,1
reference,miss,1406,208,18,226,0,1
reference,hit,1406,290,494,784,0,1
reference,miss,1407,221,17,238,0,1
reference,hit,1407,300,474,774,0,1
reference,miss,1408,206,17,223,0,1
reference,hit,1408,289,484,773,0,1
reference,miss,1409,218,17,235,0,1
reference,hit,1409,291,487,778,0,1
reference,miss,1410,204,17,221,0,1
reference,hit,1410,284,481,765,0,1
reference,miss,1411,216,18,234,0,1
reference,hit,1411,283,475,758,0,1
reference,miss,1412,209,17,226,0,1
reference,hit,1412,295,472,767,0,1
reference,miss,1413,216,18,234,0,1
reference,hit,1413,293,494,787,0,1
reference,miss,1414,208,18,226,0,1
reference,hit,1414,294,544,838,0,1
reference,miss,1415,217,17,234,0,1
reference,hit,1415,289,495,784,0,1
reference,miss,1416,207,18,225,0,1
reference,hit,1416,286,475,761,0,1
reference,miss,1417,236,18,254,0,1
reference,hit,1417,342,622,964,0,1
reference,miss,1418,214,18,232,0,1
reference,hit,1418,301,502,803,0,1
reference,miss,1419,219,18,237,0,1
reference,hit,1419,296,517,813,0,1
reference,miss,1420,209,17,226,0,1
reference,hit,1420,292,482,774,0,1
reference,miss,1421,217,17,234,0,1
reference,hit,1421,284,492,776,0,1
reference,miss,1422,202,18,220,0,1
reference,hit,1422,289,507,796,0,1
reference,miss,1423,216,18,234,0,1
reference,hit,1423,300,482,782,0,1
reference,miss,1424,204,19,223,0,1
reference,hit,1424,290,486,776,0,1
reference,miss,1425,216,18,234,0,1
reference,hit,1425,291,502,793,0,1
reference,miss,1426,208,18,226,0,1
reference,hit,1426,295,481,776,0,1
reference,miss,1427,219,18,237,0,1
reference,hit,1427,293,481,774,0,1
reference,miss,1428,207,18,225,0,1
reference,hit,1428,294,498,792,0,1
reference,miss,1429,219,18,237,0,1
reference,hit,1429,291,487,778,0,1
reference,miss,1430,206,18,224,0,1
reference,hit,1430,293,491,784,0,1
reference,miss,1431,217,19,236,0,1
reference,hit,1431,306,478,784,0,1
reference,miss,1432,203,17,220,0,1
reference,hit,1432,291,481,772,0,1
reference,miss,1433,226,694,920,0,1
reference,hit,1433,283,1510,1793,0,1
reference,miss,1434,222,18,240,0,1
reference,hit,1434,300,496,796,0,1
reference,miss,1435,214,18,232,0,1
reference,hit,1435,298,492,790,0,1
reference,miss,1436,204,18,222,0,1
reference,hit,1436,294,495,789,0,1
reference,miss,1437,219,16,235,0,1
reference,hit,1437,304,504,808,0,1
reference,miss,1438,205,19,224,0,1
reference,hit,1438,290,492,782,0,1
reference,miss,1439,218,17,235,0,1
reference,hit,1439,355,636,991,0,1
reference,miss,1440,207,18,225,0,1
reference,hit,1440,289,509,798,0,1
reference,miss,1441,223,17,240,0,1
reference,hit,1441,295,512,807,0,1
reference,miss,1442,204,18,222,0,1
reference,hit,1442,289,500,789,0,1
reference,miss,1443,220,18,238,0,1
reference,hit,1443,283,496,779,0,1
reference,miss,1444,203,17,220,0,1
reference,hit,1444,294,507,801,0,1
reference,miss,1445,216,18,234,0,1
reference,hit,1445,285,492,777,0,1
reference,miss,1446,208,18,226,0,1
reference,hit,1446,286,490,776,0,1
reference,miss,1447,219,18,237,0,1
reference,hit,1447,277,480,757,0,1
reference,miss,1448,203,17,220,0,1
reference,hit,1448,290,507,797,0,1
reference,miss,1449,225,18,243,0,1
reference,hit,1449,286,501,787,0,1
reference,miss,1450,208,18,226,0,1
reference,hit,1450,293,495,788,0,1
reference,miss,1451,217,17,234,0,1
reference,hit,1451,282,478,760,0,1
reference,miss,1452,207,18,225,0,1
reference,hit,1452,290,482,772,0,1
reference,miss,1453,223,19,242,0,1
reference,hit,1453,292,478,770,0,1
reference,miss,1454,212,18,230,0,1
reference,hit,1454,297,486,783,0,1
reference,miss,1455,223,17,240,0,1
reference,hit,1455,295,491,786,0,1
reference,miss,1456,212,17,229,0,1
reference,hit,1456,283,512,795,0,1
reference,miss,1457,220,18,238,0,1
reference,hit,1457,285,499,784,0,1
reference,miss,1458,206,17,223,0,1
reference,hit,1458,294,508,802,0,1
reference,miss,1459,223,17,240,0,1
reference,hit,1459,295,495,790,0,1
reference,miss,1460,209,18,227,0,1
reference,hit,1460,293,490,783,0,1
reference,miss,1461,223,18,241,0,1
reference,hit,1461,340,627,967,0,1
reference,miss,1462,208,18,226,0,1
reference,hit,1462,289,519,808,0,1
reference,miss,1463,217,19,236,0,1
reference,hit,1463,284,491,775,0,1
reference,miss,1464,202,17,219,0,1
reference,hit,1464,297,482,779,0,1
reference,miss,1465,223,18,241,0,1
reference,hit,1465,298,507,805,0,1
reference,miss,1466,204,19,223,0,1
reference,hit,1466,284,486,770,0,1
reference,miss,1467,218,18,236,0,1
reference,hit,1467,289,489,778,0,1
reference,miss,1468,205,18,223,0,1
reference,hit,1468,281,496,777,0,1
reference,miss,1469,221,18,239,0,1
reference,hit,1469,290,475,765,0,1
reference,miss,1470,206,18,224,0,1
reference,hit,1470,310,538,848,0,1
reference,miss,1471,221,19,240,0,1
reference,hit,1471,299,481,780,0,1
reference,miss,1472,210,17,227,0,1
reference,hit,1472,295,495,790,0,1
reference,miss,1473,225,18,243,0,1
reference,hit,1473,295,491,786,0,1
reference,miss,1474,208,17,225,0,1
reference,hit,1474,279,483,762,0,1
reference,miss,1475,227,18,245,0,1
reference,hit,1475,284,488,772,0,1
reference,miss,1476,207,18,225,0,1
reference,hit,1476,292,475,767,0,1
reference,miss,1477,221,18,239,0,1
reference,hit,1477,294,467,761,0,1
reference,miss,1478,206,18,224,0,1
reference,hit,1478,300,475,775,0,1
reference,miss,1479,222,18,240,0,1
reference,hit,1479,294,485,779,0,1
reference,miss,1480,203,18,221,0,1
reference,hit,1480,293,475,768,0,1
reference,miss,1481,221,18,239,0,1
reference,hit,1481,296,514,810,0,1
reference,miss,1482,206,18,224,0,1
reference,hit,1482,296,491,787,0,1
reference,miss,1483,213,19,232,0,1
reference,hit,1483,325,579,904,0,1
reference,miss,1484,209,18,227,0,1
reference,hit,1484,290,514,804,0,1
reference,miss,1485,224,18,242,0,1
reference,hit,1485,294,473,767,0,1
reference,miss,1486,212,18,230,0,1
reference,hit,1486,300,490,790,0,1
reference,miss,1487,223,18,241,0,1
reference,hit,1487,307,472,779,0,1
reference,miss,1488,215,18,233,0,1
reference,hit,1488,294,492,786,0,1
reference,miss,1489,224,18,242,0,1
reference,hit,1489,297,480,777,0,1
reference,miss,1490,212,17,229,0,1
reference,hit,1490,290,497,787,0,1
reference,miss,1491,219,18,237,0,1
reference,hit,1491,288,482,770,0,1
reference,miss,1492,205,18,223,0,1
reference,hit,1492,295,471,766,0,1
reference,miss,1493,222,18,240,0,1
reference,hit,1493,291,494,785,0,1
reference,miss,1494,208,17,225,0,1
reference,hit,1494,302,486,788,0,1
reference,miss,1495,223,18,241,0,1
reference,hit,1495,294,472,766,0,1
reference,miss,1496,212,19,231,0,1
reference,hit,1496,296,481,777,0,1
reference,miss,1497,223,18,241,0,1
reference,hit,1497,297,479,776,0,1
reference,miss,1498,211,18,229,0,1
reference,hit,1498,294,471,765,0,1
reference,miss,1499,220,19,239,0,1
reference,hit,1499,286,471,757,0,1
reference,miss,1500,203,19,222,0,1
reference,hit,1500,287,479,766,0,1
reference,miss,1501,221,19,240,0,1
reference,hit,1501,294,475,769,0,1
reference,miss,1502,212,18,230,0,1
reference,hit,1502,301,474,775,0,1
reference,miss,1503,217,18,235,0,1
reference,hit,1503,299,493,792,0,1
reference,miss,1504,204,18,222,0,1
reference,hit,1504,293,482,775,0,1
reference,miss,1505,225,18,243,0,1
reference,hit,1505,329,609,938,0,1
reference,miss,1506,206,18,224,0,1
reference,hit,1506,296,552,848,0,1
reference,miss,1507,217,18,235,0,1
reference,hit,1507,294,492,786,0,1
reference,miss,1508,207,17,224,0,1
reference,hit,1508,296,497,793,0,1
reference,miss,1509,218,18,236,0,1
reference,hit,1509,283,487,770,0,1
reference,miss,1510,210,18,228,0,1
reference,hit,1510,287,489,776,0,1
reference,miss,1511,217,18,235,0,1
reference,hit,1511,287,504,791,0,1
reference,miss,1512,206,18,224,0,1
reference,hit,1512,293,481,774,0,1
reference,miss,1513,223,18,241,0,1
reference,hit,1513,294,491,785,0,1
reference,miss,1514,209,17,226,0,1
reference,hit,1514,295,516,811,0,1
reference,miss,1515,224,19,243,0,1
reference,hit,1515,298,488,786,0,1
reference,miss,1516,206,18,224,0,1
reference,hit,1516,296,555,851,0,1
reference,miss,1517,226,18,244,0,1
reference,hit,1517,294,479,773,0,1
reference,miss,1518,214,19,233,0,1
reference,hit,1518,292,517,809,0,1
reference,miss,1519,218,18,236,0,1
reference,hit,1519,288,494,782,0,1
reference,miss,1520,205,17,222,0,1
reference,hit,1520,339,589,928,0,1
reference,miss,1521,219,17,236,0,1
reference,hit,1521,300,515,815,0,1
reference,miss,1522,205,18,223,0,1
reference,hit,1522,287,498,785,0,1
reference,miss,1523,213,18,231,0,1
reference,hit,1523,285,512,797,0,1
reference,miss,1524,206,17,223,0,1
reference,hit,1524,285,498,783,0,1
reference,miss,1525,218,18,236,0,1
reference,hit,1525,288,500,788,0,1
reference,miss,1526,207,18,225,0,1
reference,hit,1526,292,543,835,0,1
reference,miss,1527,216,19,235,0,1
reference,hit,1527,363,749,1112,0,1
reference,miss,1528,209,17,226,0,1
reference,hit,1528,295,546,841,0,1
reference,miss,1529,218,19,237,0,1
reference,hit,1529,291,489,780,0,1
reference,miss,1530,205,17,222,0,1
reference,hit,1530,294,498,792,0,1
reference,miss,1531,219,18,237,0,1
reference,hit,1531,299,520,819,0,1
reference,miss,1532,210,18,228,0,1
reference,hit,1532,292,491,783,0,1
reference,miss,1533,221,17,238,0,1
reference,hit,1533,295,492,787,0,1
reference,miss,1534,205,19,224,0,1
reference,hit,1534,300,506,806,0,1
reference,miss,1535,227,849,1076,0,1
reference,hit,1535,287,1529,1816,0,1
reference,miss,1536,221,18,239,0,1
reference,hit,1536,290,482,772,0,1
reference,miss,1537,219,18,237,0,1
reference,hit,1537,291,497,788,0,1
reference,miss,1538,207,18,225,0,1
reference,hit,1538,294,504,798,0,1
reference,miss,1539,219,17,236,0,1
reference,hit,1539,286,480,766,0,1
reference,miss,1540,202,18,220,0,1
reference,hit,1540,294,496,790,0,1
reference,miss,1541,223,18,241,0,1
reference,hit,1541,285,509,794,0,1
reference,miss,1542,206,17,223,0,1
reference,hit,1542,292,500,792,0,1
reference,miss,1543,220,19,239,0,1
reference,hit,1543,284,487,771,0,1
reference,miss,1544,205,17,222,0,1
reference,hit,1544,290,492,782,0,1
reference,miss,1545,220,19,239,0,1
reference,hit,1545,290,483,773,0,1
reference,miss,1546,205,18,223,0,1
reference,hit,1546,288,497,785,0,1
reference,miss,1547,220,18,238,0,1
reference,hit,1547,281,509,790,0,1
reference,miss,1548,202,18,220,0,1
reference,hit,1548,290,492,782,0,1
reference,miss,1549,216,18,234,0,1
reference,hit,1549,331,660,991,0,1
reference,miss,1550,210,18,228,0,1
reference,hit,1550,290,502,792,0,1
reference,miss,1551,218,18,236,0,1
reference,hit,1551,290,505,795,0,1
reference,miss,1552,204,18,222,0,1
reference,hit,1552,285,490,775,0,1
reference,miss,1553,217,19,236,0,1
reference,hit,1553,288,474,762,0,1
reference,miss,1554,209,17,226,0,1
reference,hit,1554,292,495,787,0,1
reference,miss,1555,217,18,235,0,1
reference,hit,1555,284,487,771,0,1
reference,miss,1556,209,18,227,0,1
reference,hit,1556,290,480,770,0,1
reference,miss,1557,220,17,237,0,1
reference,hit,1557,291,481,772,0,1
reference,miss,1558,205,18,223,0,1
reference,hit,1558,294,497,791,0,1
reference,miss,1559,215,18,233,0,1
reference,hit,1559,284,475,759,0,1
reference,miss,1560,206,17,223,0,1
reference,hit,1560,284,490,774,0,1
reference,miss,1561,217,19,236,0,1
reference,hit,1561,286,490,776,0,1
reference,miss,1562,202,18,220,0,1
reference,hit,1562,283,489,772,0,1
reference,miss,1563,219,18,237,0,1
reference,hit,1563,291,490,781,0,1
reference,miss,1564,203,19,222,0,1
reference,hit,1564,292,483,775,0,1
reference,miss,1565,221,17,238,0,1
reference,hit,1565,285,478,763,0,1
reference,miss,1566,203,19,222,0,1
reference,hit,1566,296,483,779,0,1
reference,miss,1567,219,18,237,0,1
reference,hit,1567,292,482,774,0,1
reference,miss,1568,202,17,219,0,1
reference,hit,1568,293,482,775,0,1
reference,miss,1569,216,18,234,0,1
reference,hit,1569,278,488,766,0,1
reference,miss,1570,208,17,225,0,1
reference,hit,1570,286,481,767,0,1
reference,miss,1571,221,17,238,0,1
reference,hit,1571,346,657,1003,0,1
reference,miss,1572,213,17,230,0,1
reference,hit,1572,294,504,798,0,1
reference,miss,1573,220,18,238,0,1
reference,hit,1573,294,487,781,0,1
reference,miss,1574,203,18,221,0,1
reference,hit,1574,292,498,790,0,1
reference,miss,1575,219,19,238,0,1
reference,hit,1575,288,487,775,0,1
reference,miss,1576,205,18,223,0,1
reference,hit,1576,287,482,769,0,1
reference,miss,1577,217,18,235,0,1
reference,hit,1577,285,480,765,0,1
reference,miss,1578,203,18,221,0,1
reference,hit,1578,289,482,771,0,1
reference,miss,1579,224,18,242,0,1
reference,hit,1579,290,497,787,0,1
reference,miss,1580,205,18,223,0,1
reference,hit,1580,294,495,789,0,1
reference,miss,1581,219,18,237,0,1
reference,hit,1581,284,481,765,0,1
reference,miss,1582,205,16,221,0,1
reference,hit,1582,287,481,768,0,1
reference,miss,1583,218,18,236,0,1
reference,hit,1583,285,496,781,0,1
reference,miss,1584,202,18,220,0,1
reference,hit,1584,331,610,941,0,1
reference,miss,1585,219,18,237,0,1
reference,hit,1585,295,491,786,0,1
reference,miss,1586,204,18,222,0,1
reference,hit,1586,294,494,788,0,1
reference,miss,1587,216,18,234,0,1
reference,hit,1587,284,488,772,0,1
reference,miss,1588,208,17,225,0,1
reference,hit,1588,297,481,778,0,1
reference,miss,1589,218,17,235,0,1
reference,hit,1589,284,496,780,0,1
reference,miss,1590,207,18,225,0,1
reference,hit,1590,287,487,774,0,1
reference,miss,1591,218,17,235,0,1
reference,hit,1591,286,483,769,0,1
reference,miss,1592,210,18,228,0,1
reference,hit,1592,291,480,771,0,1
reference,miss,1593,221,18,239,0,1
reference,hit,1593,344,651,995,0,1
reference,miss,1594,205,18,223,0,1
reference,hit,1594,298,513,811,0,1
reference,miss,1595,218,18,236,0,1
reference,hit,1595,293,512,805,0,1
reference,miss,1596,205,18,223,0,1
reference,hit,1596,290,479,769,0,1
reference,miss,1597,219,18,237,0,1
reference,hit,1597,290,476,766,0,1
reference,miss,1598,204,17,221,0,1
reference,hit,1598,332,578,910,0,1
reference,miss,1599,217,19,236,0,1
reference,hit,1599,294,493,787,0,1
reference,miss,1600,202,19,221,0,1
reference,hit,1600,293,486,779,0,1
reference,miss,1601,215,18,233,0,1
reference,hit,1601,281,504,785,0,1
reference,miss,1602,210,18,228,0,1
reference,hit,1602,295,483,778,0,1
reference,miss,1603,217,19,236,0,1
reference,hit,1603,280,480,760,0,1
reference,miss,1604,208,18,226,0,1
reference,hit,1604,290,489,779,0,1
reference,miss,1605,218,18,236,0,1
reference,hit,1605,281,479,760,0,1
reference,miss,1606,205,19,224,0,1
reference,hit,1606,293,490,783,0,1
reference,miss,1607,218,18,236,0,1
reference,hit,1607,284,492,776,0,1
reference,miss,1608,200,18,218,0,1
reference,hit,1608,296,486,782,0,1
reference,miss,1609,218,18,236,0,1
reference,hit,1609,288,481,769,0,1
reference,miss,1610,208,17,225,0,1
reference,hit,1610,296,484,780,0,1
reference,miss,1611,218,18,236,0,1
reference,hit,1611,278,496,774,0,1
reference,miss,1612,206,18,224,0,1
reference,hit,1612,291,490,781,0,1
reference,miss,1613,218,17,235,0,1
reference,hit,1613,281,487,768,0,1
reference,miss,1614,205,18,223,0,1
reference,hit,1614,295,478,773,0,1
reference,miss,1615,220,18,238,0,1
reference,hit,1615,346,656,1002,0,1
reference,miss,1616,211,19,230,0,1
reference,hit,1616,289,515,804,0,1
reference,miss,1617,222,17,239,0,1
reference,hit,1617,287,504,791,0,1
reference,miss,1618,207,18,225,0,1
reference,hit,1618,293,490,783,0,1
reference,miss,1619,219,18,237,0,1
reference,hit,1619,286,480,766,0,1
reference,miss,1620,203,17,220,0,1
reference,hit,1620,286,490,776,0,1
reference,miss,1621,221,17,238,0,1
reference,hit,1621,279,487,766,0,1
reference,miss,1622,210,17,227,0,1
reference,hit,1622,287,490,777,0,1
reference,miss,1623,218,18,236,0,1
reference,hit,1623,288,488,776,0,1
reference,miss,1624,204,18,222,0,1
reference,hit,1624,290,493,783,0,1
reference,miss,1625,219,18,237,0,1
reference,hit,1625,286,498,784,0,1
reference,miss,1626,206,16,222,0,1
reference,hit,1626,289,483,772,0,1
reference,miss,1627,220,18,238,0,1
reference,hit,1627,293,484,777,0,1
reference,miss,1628,207,18,225,0,1
reference,hit,1628,298,494,792,0,1
reference,miss,1629,219,18,237,0,1
reference,hit,1629,288,480,768,0,1
reference,miss,1630,211,17,228,0,1
reference,hit,1630,295,487,782,0,1
reference,miss,1631,217,18,235,0,1
reference,hit,1631,288,480,768,0,1
reference,miss,1632,202,17,219,0,1
reference,hit,1632,291,502,793,0,1
reference,miss,1633,220,18,238,0,1
reference,hit,1633,285,502,787,0,1
reference,miss,1634,205,17,222,0,1
reference,hit,1634,289,483,772,0,1
reference,miss,1635,220,18,238,0,1
reference,hit,1635,280,486,766,0,1
reference,miss,1636,204,18,222,0,1
reference,hit,1636,294,545,839,0,1
reference,miss,1637,217,18,235,0,1
reference,hit,1637,341,615,956,0,1
reference,miss,1638,208,1031,1239,0,1
reference,hit,1638,311,1344,1655,0,1
reference,miss,1639,217,19,236,0,1
reference,hit,1639,426,524,950,0,1
reference,miss,1640,210,19,229,0,1
reference,hit,1640,289,498,787,0,1
reference,miss,1641,219,19,238,0,1
reference,hit,1641,288,488,776,0,1
reference,miss,1642,208,18,226,0,1
reference,hit,1642,280,537,817,0,1
reference,miss,1643,217,19,236,0,1
reference,hit,1643,280,495,775,0,1
reference,miss,1644,208,18,226,0,1
reference,hit,1644,282,484,766,0,1
reference,miss,1645,217,18,235,0,1
reference,hit,1645,278,479,757,0,1
reference,miss,1646,209,18,227,0,1
reference,hit,1646,287,490,777,0,1
reference,miss,1647,216,18,234,0,1
reference,hit,1647,280,493,773,0,1
reference,miss,1648,201,19,220,0,1
reference,hit,1648,284,495,779,0,1
reference,miss,1649,216,18,234,0,1
reference,hit,1649,274,480,754,0,1
reference,miss,1650,205,18,223,0,1
reference,hit,1650,290,489,779,0,1
reference,miss,1651,220,17,237,0,1
reference,hit,1651,284,484,768,0,1
reference,miss,1652,209,17,226,0,1
reference,hit,1652,289,498,787,0,1
reference,miss,1653,216,19,235,0,1
reference,hit,1653,283,539,822,0,1
reference,miss,1654,209,18,227,0,1
reference,hit,1654,289,499,788,0,1
reference,miss,1655,217,17,234,0,1
reference,hit,1655,287,491,778,0,1
reference,miss,1656,208,18,226,0,1
reference,hit,1656,292,495,787,0,1
reference,miss,1657,221,18,239,0,1
reference,hit,1657,283,481,764,0,1
reference,miss,1658,210,16,226,0,1
reference,hit,1658,286,487,773,0,1
reference,miss,1659,226,19,245,0,1
reference,hit,1659,327,643,970,0,1
reference,miss,1660,209,17,226,0,1
reference,hit,1660,281,508,789,0,1
reference,miss,1661,221,18,239,0,1
reference,hit,1661,288,479,767,0,1
reference,miss,1662,202,18,220,0,1
reference,hit,1662,287,483,770,0,1
reference,miss,1663,220,18,238,0,1
reference,hit,1663,287,479,766,0,1
reference,miss,1664,205,17,222,0,1
reference,hit,1664,284,495,779,0,1
reference,miss,1665,218,17,235,0,1
reference,hit,1665,278,476,754,0,1
reference,miss,1666,204,18,222,0,1
reference,hit,1666,290,503,793,0,1
reference,miss,1667,218,18,236,0,1
reference,hit,1667,283,498,781,0,1
reference,miss,1668,209,18,227,0,1
reference,hit,1668,289,484,773,0,1
reference,miss,1669,216,18,234,0,1
reference,hit,1669,274,489,763,0,1
reference,miss,1670,205,18,223,0,1
reference,hit,1670,290,485,775,0,1
reference,miss,1671,218,17,235,0,1
reference,hit,1671,277,486,763,0,1
reference,miss,1672,207,18,225,0,1
reference,hit,1672,288,479,767,0,1
reference,miss,1673,220,19,239,0,1
reference,hit,1673,277,501,778,0,1
reference,miss,1674,206,18,224,0,1
reference,hit,1674,283,478,761,0,1
reference,miss,1675,215,18,233,0,1
