trial_id,timestamp_ns,target_page,event,duration_ns,access_policy
141,640160849164,0,0,289,normal
142,640235225341,0,1,384734,normal
143,640305805220,0,0,233,normal
144,640384383164,0,1,540010,normal
145,640460851008,0,1,636902,normal
146,640537753697,0,0,259,normal
147,640610614207,0,0,210,normal
148,640683391493,0,1,363444,normal
149,640760169194,0,1,480303,normal
150,640840320196,0,1,367532,normal
151,640915581263,0,1,439619,normal
152,640991148950,0,0,252,normal
153,641068602854,0,0,325,normal
154,641148410173,0,0,337,normal
155,641223422298,0,0,295,normal
156,641297243185,0,1,625537,normal
157,641375017879,0,1,606759,normal
158,641449815100,0,1,541104,normal
159,641526133958,0,0,351,normal
160,641599131998,0,1,457928,normal
161,641672499591,0,0,272,normal
162,641750910421,0,0,292,normal
163,641823993148,0,0,302,normal
164,641897614054,0,1,352785,normal
165,641973258155,0,0,276,normal
166,642054156539,0,1,417776,normal
167,642124684293,0,1,373204,normal
168,642196971450,0,0,267,normal
169,642272874209,0,1,379043,normal
170,642348703728,0,1,322482,normal
171,642426824212,0,1,495978,normal
172,642501205771,0,1,360067,normal
173,642575753872,0,0,236,normal
174,642654133070,0,0,330,normal
175,642728789345,0,0,339,normal
176,642807042846,0,1,463685,normal
177,642885898645,0,0,322,normal
178,642964419757,0,1,311373,normal
179,643038018274,0,0,267,normal
180,643116068471,0,0,335,normal
181,643192166917,0,1,621162,normal
182,643272300152,0,0,261,normal
183,643352287606,0,0,272,normal
184,643427538518,0,1,320288,normal
185,643512688105,0,0,366,normal
186,643587346829,0,0,244,normal
187,643661251724,0,1,486351,normal
188,643735117288,0,1,545459,normal
189,643811623657,0,1,492814,normal
190,643882713603,0,0,245,normal
191,643955391188,0,1,343965,normal
192,644026072744,0,0,251,normal
193,644100573292,0,1,519420,normal
194,644173244647,0,1,471076,normal
195,644245719360,0,1,332238,normal
196,644318078339,0,1,549794,normal
197,644390639497,0,1,497167,normal
198,644462967434,0,0,228,normal
199,644549610780,0,1,390586,normal
200,644626229088,0,0,312,normal
